HSK Set;Number;Character;Pinyin;Meaning
3;827;演唱;yǎn chàng;sing
3;828;演唱会;yǎn chàng huì;concert
3;829;演出;yǎnchū;show
3;830;演员;yǎnyuán;performer, actor
3;831;羊;yáng;sheep
3;832;阳光;yángguāng;Sunshine
3;833;要是;yàoshi;If
3;834;衣架;yī jià;"hanger; clothes stand; clothes tree"
3;835;一切;yíqiè;everything
3;836;已;yǐ;"already; afterwards"
3;837;以来;yǐlái;Since
3;838;一方面;yì fāng miàn;on the one hand
3;839;艺术;yìshù;Art
3;840;意外;yìwài;Accident
3;841;意义;yìyì;Significance
3;842;因此;yīncǐ;therefore
3;843;银;yín;silver
3;844;银牌;yín pái;silver medal
3;845;印象;yìnxiàng;impression
3;846;应当;yīng dāng;"should; ought to"
3;847;迎接;yíngjiē;meet, pick, welcome
3;848;营养;yíngyǎng;Nutrition
3;849;赢;yíng;win
3;850;影视;yǐng shì;film and television
3;851;应用;yìngyòng;application
3;852;优点;yōudiǎn;Advantage
3;853;优势;yōushì;advantage
3;854;由;yóu;from
3;855;由于;yóuyú;Because
3;856;邮件;yóu jiàn;"mail; post; postal matter"
3;857;邮票;yóu piào;"postage stamp; stamp"
3;858;邮箱;yóu xiāng;"postbox; mailbox"
3;859;游;yóu;"swim; wander; travel; tour"
3;860;游戏;yóuxì;Game
3;861;游泳;yóuyǒng;Swimming
3;862;有的是;yǒu de shì;"have plenty of; there’s no lack of"
3;863;有利;yǒulì;"favourable; beneficial"
3;864;有效;yǒu xiào;"effective; valid"
3;865;预报;yùbào;prediction
3;866;预防;yùfáng;Prevention
3;867;预计;yù jì;"expected; estimate"
3;868;预习;yùxí;Preview
3;869;员（服务员）;yuán （fú wù yuán）;"a person engaged in some field of activity (waiter; waitress; server)"
3;870;员工;yuángōng;employee
3;871;愿望;yuànwàng;desire
3;872;约;yuē;"appointment; agreement; arrange; restrict"
3;873;乐队;yuè duì;"orchestra; band"
3;874;运输;yùnshū;transport
3;875;杂志;zázhì;Magazine
3;876;早已;zǎo yǐ;"long ago; for a long time"
3;877;造;zào;"make; build; create; produce"
3;878;造成;zàochéng;cause
3;879;责任;zérèn;responsibility
3;880;增加;zēngjiā;increase
3;881;增长;zēng zhǎng;"increase; grow"
3;882;展开;zhǎnkāi;Open
3;883;张;zhāng;Zhang
3;884;照;zhào;reflect
3;885;者（志愿者）;zhě （zhì yuàn zhě）;suffix (volunteer)
3;886;真实;zhēnshí;real
3;887;争;zhēng;"contend; dispute; fight; strive; vie"
3;888;争取;zhēngqǔ;strive for
3;889;整;zhěng;"whole; all; entire; complete"
3;890;整个;zhěnggè;Whole
3;891;整理;zhěnglǐ;Arrangement
3;892;整齐;zhěngqí;neat
3;893;整体;zhěngtǐ;Whole
3;894;整天;zhěng tiān;all day long
3;895;整整;zhěng zhěng;"whole; full"
3;896;正（形）;zhèng;"straight; upright; positive; correct; main"
3;897;正式;zhèngshì;formal
3;898;证;zhèng;"certificate; proof"
3;899;证件;zhèngjiàn;Certificates
3;900;证据;zhèngjù;evidence
3;901;证明;zhèngmíng;Prove
3;902;支（量）;zhī;(measure word)
3;903;支持;zhīchí;Support
3;904;支付;zhī fù;"pay money; defray"
3;905;只;zhī;"single; lonely"
3;906;直;zhí;straight
3;907;直播;zhíbō;on live
3;908;直到;zhí dào;until
3;909;值;zhí;"value; be worth"
3;910;值得;zhíde;Worth
3;911;职工;zhí gōng;"staff; worker"
3;912;职业;zhíyè;Occupation
3;913;只好;zhǐhǎo;have to
3;914;只是;zhǐ shì;"merely; only; just"
3;915;只有;zhǐ yǒu;only
3;916;指;zhǐ;finger
3;917;指出;zhǐ chū;"point out; indicate"
3;918;指导;zhǐdǎo;guidance
3;919;至今;zhìjīn;so far
3;920;至少;zhìshǎo;at least
3;921;志愿;zhì yuàn;"volunteer; aspiration; wish"
3;922;志愿者;zhìyuànzhě;Volunteer
3;923;制定;zhìdìng;Formulate
3;924;制度;zhìdù;system
3;925;制造;zhìzào;Manufacture
3;926;制作;zhìzuò;Make
3;927;中部;zhōng bù;"central section; middle part"
3;928;中华民族;zhōng huá mín zú;Chinese nation
3;929;终于;zhōngyú;finally
3;930;钟;zhōng;"bell; clock; call bell; time"
3;931;种;zhǒng;species
3;932;种子;zhǒngzi;seed
3;933;重大;zhòngdà;significant
3;934;周围;zhōuwéi;around
3;935;猪;zhū;pig
3;936;主持;zhǔchí;Host
3;937;主动;zhǔdòng;active
3;938;主任;zhǔrèn;Headmaster
3;939;主意;zhǔyi;idea
3;940;主张;zhǔzhāng;opinion
3;941;注意;zhùyì;Be careful
3;942;祝;zhù;"express good wishes; wish"
3;943;抓;zhuā;grab
3;944;抓住;zhuā zhù;"catch; catch hold of; grip; capture"
3;945;专家;zhuānjiā;expert
3;946;专门;zhuānmén;specialized
3;947;专题;zhuāntí;special collection
3;948;专业;zhuānyè;major
3;949;转;zhuàn;turn
3;950;转变;zhuǎnbiàn;change
3;951;状况;zhuàngkuàng;status
3;952;状态;zhuàngtài;state
3;953;追;zhuī;run after
3;954;准;zhǔn;"follow; permit; allow; standard"
3;955;资格;zīgé;Qualifications
3;956;资金;zījīn;capital
3;957;子女;zǐ nǚ;"child; sons and daughters"
3;958;自从;zìcóng;Since
3;959;自动;zìdòng;automatic
3;960;自觉;zìjué;Conscious
3;961;自然;zìrán;natural
3;962;自身;zì shēn;"oneself; self"
3;963;自主;zìzhǔ;Autonomy
3;964;总;zǒng;"always; consistently"
3;965;总结;zǒngjié;summary
3;966;总是;zǒngshì;always
3;967;足够;zú gòu;"enough; ample; sufficient"
3;968;足球;zú qiú;"soccer; football"
3;969;组合;zǔhé;combination
3;970;左右;zuǒyòu;About
3;971;作品;zuòpǐn;works
3;972;作者;zuòzhě;author
3;973;做客;zuò kè;be a guest
4;1;阿姨;āyí;aunt
4;2;啊;a;ah
4;3;矮;ǎi;short
4;4;矮小;ǎi xiǎo;"short and small; low and small; undersized"
4;5;爱国;ài guó;"love one’s country; be patriotic"
4;6;爱护;àihù;Care
4;7;安;ān;"quiet; safe; secure; install; fix; fit"
4;8;安置;ānzhì;"put; arrange for"
4;9;按时;ànshí;on time
4;10;暗;àn;dark
4;11;暗示;ànshì;suggest secretly
4;12;巴士;bā shì;bus
4;13;百货;bǎi huò;"department store; general merchandise"
4;14;摆;bǎi;pendulum
4;15;摆动;bǎi dòng;"swing; sway; oscillate;vibrate"
4;16;摆脱;bǎituō;cast off
4;17;败;bài;"defeat; beat; fail; lose"
4;18;办事;bàn shì;"handle affairs; work"
4;19;包裹;bāoguǒ;package
4;20;包含;bāohán;Contain
4;21;包括;bāokuò;Include
4;22;薄;báo;thin
4;23;宝;bǎo;"treasure; precious; treasured"
4;24;宝宝;bǎo bao;"baby; darling"
4;25;宝贝;bǎobèi;baby
4;26;宝贵;bǎoguì;valuable
4;27;宝石;bǎo shí;"gemstone; gem; cameo; precious stone"
4;28;保密;bǎomì;secrecy
4;29;保守;bǎoshǒu;Conservative
4;30;抱;bào;Hold, hug
4;31;背景;bèijǐng;background
4;32;倍;bèi;times
4;33;被迫;bèi pò;"be compelled; be forced; be constrained"
4;34;本科;běnkē;Undergraduate
4;35;笨;bèn;stupid
4;36;比分;bǐ fēn;score
4;37;毕业;bìyè;graduation
4;38;毕业生;bì yè shēng;graduate
4;39;避;bì;"avoid; evade; dodge; keep away; repel"
4;40;避免;bìmiǎn;avoid
4;41;编;biān;"invent; make up; plait; edit; compile; compose; write"
4;42;辩论;biànlùn;Debate
4;43;标志;biāozhì;sign
4;44;表情;biǎoqíng;Expression
4;45;表扬;biǎoyáng;Praise
4;46;别（动）;bié;"do not; leave; separate; pin"
4;47;冰;bīng;ice
4;48;冰箱;bīngxiāng;Refrigerator
4;49;冰雪;bīng xuě;ice and snow
4;50;兵;bīng;"arms; soldier; force; weapon; military"
4;51;并（动）;bìng;"combine; merge; incorporate"
4;52;不要紧;búyàojǐn;Never mind
4;53;不在乎;bú zài hū;"not mind; not care"
4;54;不管;bùguǎn;no matter
4;55;不然;bùrán;otherwise
4;56;布置;bùzhì;Arrangement
4;57;步行;bù xíng;"go on foot; walk"
4;58;擦;cā;wipe
4;59;才（名）;cái;"ability; talent; gift; endowment"
4;60;材料;cáiliào;Materials
4;61;财产;cáichǎn;property
4;62;财富;cáifù;wealth
4;63;采访;cǎifǎng;interview
4;64;参考;cānkǎo;Reference resources
4;65;参与;cānyù;participate in
4;66;操场;cāochǎng;Playground
4;67;操作;cāozuò;operation
4;68;测;cè;"survey; fathom; measure; conjecture; infer"
4;69;测量;cèliáng;measure
4;70;测试;cè shì;"test; examination"
4;71;曾;céng;"once; already; at some time in the past"
4;72;茶叶;chá yè;"tea; tea-leaves"
4;73;产品;chǎnpǐn;product
4;74;长途;chángtú;Long-distance
4;75;常识;chángshí;common sense
4;76;唱片;chàng piàn;"record; disc; phonogram"
4;77;抄;chāo;copy
4;78;抄写;chāo xiě;"copy; transcribe"
4;79;潮;cháo;"moist; damp; humid; tide"
4;80;潮流;cháoliú;Trend
4;81;潮湿;cháoshī;damp
4;82;彻底;chèdǐ;thorough
4;83;沉;chén;"sink; keep down; lower; deep; profound; heavy"
4;84;沉默;chénmò;silent
4;85;沉重;chénzhòng;heavy
4;86;称赞;chēngzàn;Praise
4;87;成人;chéngrén;adult
4;88;诚实;chéngshí;honest
4;89;诚信;chéng xìn;"honesty; integrity"
4;90;承担;chéngdān;bear
4;91;承认;chéngrèn;Admit
4;92;承受;chéngshòu;bear
4;93;程序;chéngxù;program
4;94;吃惊;chījīng;Be amazed
4;95;迟到;chídào;Late
4;96;尺;chǐ;"rule; ruler"
4;97;尺寸;chǐ cùn;"size; measurement; dimension"
4;98;尺子;chǐzi;Ruler
4;99;冲;chōng;punching
4;100;充电;chōng diàn;"recharge; charge"
4;101;充电器;chōngdiànqì;Charger
4;102;充分;chōngfèn;To the full
4;103;虫子;chóng zi;"insect; worm; bug"
4;104;抽;chōu;"pump; take out; shrink; pick out"
4;105;抽奖;chōu jiǎng;"lottery; lottery draw"
4;106;抽烟;chōuyān;smoking
4;107;出口;chūkǒu;Exit
4;108;出色;chūsè;"excellent; outstanding"
4;109;出售;chū shòu;"offer for sale; sell"
4;110;出席;chūxí;Attend
4;111;处于;chǔ yú;"be in; be (in a certain condition)"
4;112;处;chǔ;"dwell; live; be in a position of"
4;113;穿上;chuān shàng;put on
4;114;传统;chuántǒng;tradition
4;115;窗户;chuānghu;Window
4;116;窗台;chuāng tái;"windowsill; sill"
4;117;窗子;chuāng zi;window
4;118;春季;chūn jì;"spring; springtime"
4;119;纯;chún;"pure; unmixed; simple; skilful; practised"
4;120;纯净水;chún jìng shuǐ;pure water
4;121;词汇;cíhuì;vocabulary
4;122;此;cǐ;"this; these; now; here"
4;123;此外;cǐwài;in addition
4;124;次（形）;cì;"second-rate; secondary"
4;125;刺;cì;thorn
4;126;刺激;cìjī;stimulate
4;127;从此;cóngcǐ;from then on
4;128;粗;cū;"wide; thick; coarse; rough; gruff; careless; rude"
4;129;粗心;cūxīn;careless
4;130;促进;cùjìn;Promote
4;131;促使;cùshǐ;Urge
4;132;促销;cù xiāo;promotion
4;133;措施;cuòshī;Measures
4;134;打;dǎ;"strike; hit; break; fight; build; beat"
4;135;答案;dá’àn;Answer
4;136;打败;dǎ bài;"defeat; beat; be defeated"
4;137;打雷;dǎ léi;thunder
4;138;打扫;dǎsǎo;Clean
4;139;打折;dǎzhé;Discount
4;140;打针;dǎzhēn;To make an injection
4;141;大巴;dà bā;bus
4;142;大多;dà duō;"mostly; for the most part"
4;143;大方;dàfang;generous
4;144;大哥;dà gē;"big brother; elder brother"
4;145;大规模;dà guī mó;"large-scale; extensive"
4;146;大会;dà huì;"convention; general meeting; General Assembly"
4;147;大姐;dà jiě;elder sister
4;148;大楼;dà lóu;"building; large building"
4;149;大陆;dà lù;"continent; mainland"
4;150;大妈;dà mā;"aunt; father’s elder brother’s wife"
4;151;大型;dàxíng;large
4;152;大爷;dà ye;"uncle; father’s elder brother"
4;153;大众;dà zhòng;"public; the masses; people"
4;154;代替;dàitì;replace
4;155;待遇;dàiyù;treatment
4;156;袋;dài;"bag; sack; pocket; pouch"
4;157;戴;dài;wear
4;158;担保;dānbǎo;"assure; hypothecate"
4;159;担任;dānrèn;To serve as
4;160;担心;dānxīn;Worry
4;161;单;dān;"single; odd; unlined; thin; weak; only; alone"
4;162;单纯;dānchún;Simple
4;163;单调;dāndiào;monotonous
4;164;单独;dāndú;Alone
4;165;淡;dàn;light
4;166;导游;dǎoyóu;Guide
4;167;导致;dǎozhì;cause
4;168;倒闭;dǎobì;Collapse
4;169;倒车;dǎo chē;change trains or buses
4;170;倒车;dào chē;"back a car; reverse"
4;171;得意;déyì;Proud
4;172;得;děi;"need; must; have to; be sure to"
4;173;灯光;dēng guāng;"light; stage lighting"
4;174;登;dēng;"ascend; mount; scale; step on; pedal; publish"
4;175;登记;dēngjì;register
4;176;登录;dēnglù;Sign in
4;177;登山;dēng shān;"mountaineer; mountain-climbing"
4;178;的确;díquè;"indeed; be certain to"
4;179;敌人;dírén;Enemy
4;180;底;dǐ;bottom
4;181;地方;dìfang;local
4;182;地面;dì miàn;"ground; floor; surface"
4;183;地位;dìwèi;status
4;184;地下;dì xià;"underground; subterranean; secret"
4;185;地址;dìzhǐ;address
4;186;典型;diǎnxíng;typical
4;187;点名;diǎn míng;"rollcall; mention sb. by name"
4;188;电灯;diàn dēng;electric light
4;189;电动车;diàn dòng chē;electric car
4;190;电梯;diàntī;Elevator.
4;191;电源;diànyuán;power supply
4;192;顶;dǐng;top
4;193;定;dìng;"decide; fix; book; order; calm; stable"
4;194;冬季;dōng jì;winter
4;195;动画片;dònghuàpiàn;Cartoon
4;196;动摇;dòng yáo;"shake; vacillate; waver; be indecisive"
4;197;豆腐;dòufu;tofu
4;198;独立;dúlì;Independent
4;199;独特;dútè;unique
4;200;独自;dú zì;"alone; by oneself; one’s own"
4;201;堵;dǔ;"stop up; block up; stifled; suffocated; oppressed"
4;202;堵车;dǔchē;Traffic jam
4;203;肚子;dùzi;belly
4;204;度过;dùguò;Spend
4;205;锻炼;duànliàn;Physical exercise
4;206;对比;duìbǐ;Contrast
4;207;对付;duìfu;deal with
4;208;对于;duìyú;about
4;209;多次;duō cì;"repeatedly; many a time"
4;210;多年;duō nián;many years
4;211;多样;duō yàng;diversity
4;212;多种;duō zhǒng;"multiple; various; diversified; manifold"
4;213;恶心;ěxin;disgusting
4;214;儿童;értóng;children
4;215;而;ér;and
4;216;而是;ér shì;but
4;217;耳机;ěr jī;"earphone; headphone; headset"
4;218;二手;èr shǒu;second hand
4;219;发挥;fāhuī;Develop
4;220;发票;fāpiào;invoice
4;221;发烧;fāshāo;Have a fever
4;222;法;fǎ;"law; way; method; example; rule"
4;223;法官;fǎ guān;judge
4;224;法律;fǎlǜ;Law
4;225;法院;fǎyuàn;Court
4;226;翻;fān;Turn
4;227;翻译;fānyì;translate
4;228;烦;fán;"bother; to bother"
4;229;反;fǎn;"turn over; rebel; on the contrary; instead"
4;230;反而;fǎn’ér;Instead
4;231;反映;fǎnyìng;reflect
4;232;方;fāng;square
4;233;方案;fāng’àn;programme
4;234;方针;fāngzhēn;policy
4;235;放松;fàngsōng;Relax
4;236;非;fēi;wrong
4;237;肥;féi;"fat; fertile"
4;238;分布;fēnbù;distribution
4;239;分散;fēnsàn;Dispersed
4;240;分手;fēnshǒu;Break up
4;241;分为;fēn wéi;divide into
4;242;…分之…;… fēn zhī …;fractional number
4;243;纷纷;fēnfēn;one after another
4;244;奋斗;fèndòu;Struggle
4;245;风格;fēnggé;style
4;246;风景;fēngjǐng;Scenery
4;247;风俗;fēngsú;Customs
4;248;封闭;fēngbì;close
4;249;否则;fǒuzé;otherwise
4;250;夫妇;fūfù;couple
4;251;夫妻;fū qī;man and wife
4;252;夫人;fūrén;Madam
4;253;符号;fúhào;Symbol
4;254;符合;fúhé;accord with
4;255;付出;fù chū;pay out
4;256;负担;fùdān;burden
4;257;附近;fùjìn;nearby
4;258;复制;fùzhì;copy
4;259;改善;gǎishàn;Improve
4;260;改正;gǎizhèng;correction
4;261;盖;gài;cover
4;262;概括;gàikuò;Generalization
4;263;感兴趣;gǎnxìngqù;be intretested in
4;264;高潮;gāocháo;climax
4;265;高价;gāo jià;high price
4;266;高尚;gāoshàng;noble
4;267;高铁;gāo tiě;"high-speed train; high-speed rail"
4;268;格外;géwài;especially
4;269;隔;gé;"partition; separate; divide"
4;270;隔开;gé kāi;"separate; space out; separation; partition"
4;271;个别;gèbié;individual
4;272;个体;gètǐ;individual
4;273;各个;gè gè;each
4;274;根;gēn;root
4;275;根据;gēnjù;according to
4;276;工程;gōng chéng;"engineering; project"
4;277;公元;gōngyuán;A.D.
4;278;供应;gōng yìng;"supply; provide"
4;279;共;gòng;"common; general; share; together; altogether"
4;280;构成;gòuchéng;constitute
4;281;构造;gòu zào;"structure; construction"
4;282;购买;gòu mǎi;"buy; purchase"
4;283;购物;gòuwù;Shopping
4;284;骨头;gǔtou;Bone
4;285;固定;gùdìng;fixed
4;286;瓜;guā;melon
4;287;怪（形、副）;guài;"strange; odd; bewildering; very; quite; rather"
4;288;关（名）;guān;"pass; check point; customhouse; mechanism; barrier"
4;289;关闭;guānbì;"close; shut"
4;290;关于;guānyú;about
4;291;官;guān;officer
4;292;官方;guānfāng;by the government official
4;293;光临;guānglín;presence
4;294;光盘;guāngpán;CD
4;295;逛;guàng;Stroll
4;296;归;guī;"return; go back"
4;297;规律;guīlǜ;Law
4;298;规模;guīmó;scale
4;299;规则;guīzé;rule
4;300;果实;guǒshí;fruit
4;301;过分;guòfèn;excessive
4;302;海水;hǎi shuǐ;"seawater; brine; sea"
4;303;海鲜;hǎixiān;seafood
4;304;含;hán;"contain; cherish; nurse; keep"
4;305;含量;hán liàng;content
4;306;含义;hányì;"signification; meanings"
4;307;含有;hán yǒu;"contain; have"
4;308;寒假;hánjià;The winter vacation
4;309;寒冷;hán lěng;"cold; frigid; chill; frigidity"
4;310;行业;hángyè;industry
4;311;航班;hángbān;flight
4;312;航空;hángkōng;aviation
4;313;毫米;háomǐ;millimeter
4;314;毫升;háo shēng;milliliter
4;315;好友;hǎo yǒu;friend
4;316;号码;hàomǎ;number
4;317;好;hǎo;good
4;318;合同;hétong;contract
4;319;黑暗;hēi àn;"dark; darkness; murk"
4;320;红包;hóng bāo;"red envelope; red packet"
4;321;后头;hòu tou;back
4;322;厚;hòu;thick
4;323;呼吸;hūxī;breathing
4;324;忽视;hūshì;Ignore
4;325;户;hù;"household; family; door"
4;326;护士;hùshi;Nurse
4;327;花（形）;huā;"multicoloured; coloured; flowery"
4;328;划;huá;paddle, row
4;329;划;huà;transfer, assign, differenciate
4;330;怀念;huáiniàn;Miss
4;331;怀疑;huáiyí;doubt
4;332;缓解;huǎnjiě;relieve
4;333;黄瓜;huáng guā;"cucumber; cuke"
4;334;黄金;huángjīn;gold
4;335;回复;huí fù;reply
4;336;汇;huì;"remit; converge; collection; collected things"
4;337;汇报;huìbào;report
4;338;汇率;huìlǜ;exchange rate
4;339;婚礼;hūnlǐ;wedding
4;340;火（形）;huǒ;"fiery; flaming; urgent"
4;341;伙;huǒ;"partner; partnership"
4;342;伙伴;huǒbàn;Partner
4;343;或许;huòxǔ;"maybe; probably"
4;344;货;huò;"goods; commodity; money"
4;345;获;huò;"obtain; win; reap; capture; catch"
4;346;获得;huòdé;Get
4;347;获奖;huò jiǎng;"win a prize; receive an award"
4;348;获取;huò qǔ;"gain; obtain"
4;349;几乎;jīhū;almost
4;350;机构;jīgòu;mechanism
4;351;机遇;jīyù;Opportunity
4;352;积累;jīlěi;accumulation
4;353;激动;jīdòng;Excited
4;354;激烈;jīliè;fierce
4;355;及格;jígé;pass
4;356;极;jí;extremely
4;357;极其;jíqí;extremely
4;358;即将;jíjiāng;soon
4;359;急忙;jímáng;Hastily
4;360;集合;jíhé;aggregate
4;361;记载;jìzǎi;Record
4;362;纪律;jìlǜ;discipline
4;363;技巧;jìqiǎo;Skill
4;364;系;xì;department
4;365;季;jì;"season; period"
4;366;季度;jìdù;quarter (of a year)
4;367;季节;jìjié;Season
4;368;既;jì;"already; since; as"
4;369;既然;jìrán;Since
4;370;寄;jì;send
4;371;加班;jiābān;overtime work
4;372;加入;jiā rù;"add; mix; join; become a member"
4;373;加油站;jiāyóuzhàn;Gas station
4;374;家务;jiāwù;Housework
4;375;假如;jiǎrú;If
4;376;坚固;jiāngù;strong
